,text
384,"#19Oct En 1938 Nace Eugenio Montejo fue un poeta y ensayista venezolano, fundador de la revista Azar Rey y cofundador de la Revista Poesía de la Universidad de Carabobo. https://t.co/8J717k6TQG"
385,Nuevamente falla el servicio eléctrico en el municipio Simón Bolívar del estado Miranda.
386,"@alcibiades16 @NeftaliZamoraI @CholoMatrero Hola Alcibiades, es correcto el objetivo de nuestro servicio T536 Corredor Norte-Metro Pedregal-Metro San Isidro es brindar conectividad entre la zona Este y la zona Norte aumentando opciones de viaje y disminuyendo los tiempos de espera de nuestros usuarios."
387,"#Carabobo #Sinluz #7Octubre 
NUEVAMENTE A OSCURAS 
Gracias HDP
Saben quién va a Votar el CDLMQLP.."
388,"@PartidoPSUV #IndexaciónSalarialYa Coño pero que opinan de la propuesta entreguista de @FreddyBernal disque autorizar abrir cuentas en pesos en los Edos Tachira, Barinas, Apure el Zulia osea entregar terrenos para que nos invadan o mejor dicho terminar de entregar nuestra soberanía"
389,@Diaz_4 @RaulZambrano7 @RomeroNestor Y por otro lado yo juraría por cosas que he leído por aquí que en Táchira tienen 100 años de cultura futbolística...
390,"#amorubioinviertoenrubio #pisadassobrehuellas #radioangel #amorpropio #Venezuela #rubio_city #rubiotachira #junin #fotografia #rubiojunin #folcklore #ciudadpontalida #quibor en Rubio, Táchira, Venezuela https://t.co/XDJL2ZoAvB"
391,@Jojotoweb @AxiomaReport @BcodeVenezuela Así mismo es los dos últimos bonos no me han llegado..presidente revise esa situación..demasiado malestar por ese hecho en la calle ..es cuestión de i formatica algo anda mal .a pocos días de las elecciones
392,La gata se despierta de la siesta y se queda mirando un punto fijo un rato hasta que se acuerda que se levantó a comer. Lo que se dice mi verdadero animal espiritual
393,"Ese banco o los técnicos informáticos son unos malandros a mi más nunca me repusieron mi plata pero como a nadie se le reclama q se lo cojan total ellos creen q es un beneficio para ellos la biblia dice un versículo que dice que con la vara que medis, serás medido"
394,"@HIDROFALCON 

Cuando el agua por tuberia para la Pedro Manuel I yII"
395,"En 120 días los residentes de San Cristóbal contarán con un renovado complejo deportivo.
Información por: Yolanda Torres Salazar.

#NoticiasSertv
#ProtégetePanamá https://t.co/ZfJ4mUOwD8"
396,carabobo https://t.co/eBgV7g3RU8
397,#MonitorDeVíctimas | El asesinato de Valentina es uno de los tres homicidios registrados en el estado Táchira entre el 9 y el 11 de agosto https://t.co/aZ4i5PDF3a
398,@BcodeVenezuela hola buenos dias alguien sabe porque me aparece saldo negativo en el banco? si no se deve nada
399,"En el año 2018 salio un candidato a la calle a decirle al pueblo que había que dolarizar al país , nadie salio a votar,(HF) el pueblo en el 2020 asume la propuesta anterior y pone en marcha la dolarización,nace un monstruo DolarToday VS BCV atacan al pueblo y galopa la inflacion."
400,#Carabobo El propósito es rehabilitar la vialidad y alumbrado público en Valencia https://t.co/Tlbcp81k24
401,Pizarro dice que crisis migratoria venezolana se acerca a la mayor del mundo https://t.co/u0NGHyAC2c #noticias #carabobo #venezuela https://t.co/NmgEpOEde6
402,"Hoy te invitamos #18 agosto al programa #LaHoraDeLosClap 8 am por Yvke mundial Tachira 94.5 FM. Estarán Juan Suárez director de Ciara Tachira y el Dr. Hernán Colmenares médico. veterinario, y fundador de @AsoGirolandoVen
#SoyComunicadorClap https://t.co/OOZlcEA48U"
403,@Banesco a la espera de la respuesta
404,"#UnDiaComoHoy de 1968, el Gobernador de #Coahuila, Braulio Fernández Aguirre, y su homólogo de Texas, John B. Connally, inauguran el puente internacional “#PiedrasNegras - Eagle Pass”. https://t.co/mR9LRglQiN"
405,"#EspecialVPItv |  La comunidad de Las Marías en Naguanagua, estado Carabobo, enfrenta un grave brote de leishmaniasis y los bajos recursos que perciben la mayoría de sus habitantes dificultan su situación.

👉 https://t.co/cSkeD8e9mn https://t.co/B4L1bKf8Dz"
406,Táchira: Detenidos tres policías de Carabobo con euros presuntamente provenientes del narcotráfico
407,"🇻🇪 Docentes organizados se pronuncian en torno al rechazo de la cancelación de salarios a través del Sistema Patria, ante la Defensoría del Pueblo introducen un documento petitorio para q sean transferidos los derechos nuevamente a sus patronos directos... https://t.co/0OCDzVb4RD"
408,"@carlostaba @Banesco Gracias, si, luego me percate, sin el wiffi pude entrar desde mi tlf."
409,"@CONAFOR Reporto un incendio en reserva del Pedregal, a la altura de colonia Pedregal de San Nicolás, Tlalpan Cdmx. Hay una gran columna de humo en el cerro"
410,"CDI la Unidad Estado Bolívar
#SomosDelBarrio
#CDRCuba 
@Cubacooperabol2 
@AnayansyPR 
@CubaVa_Bolivar2 https://t.co/ROrZXBJCZ4"
411,"@Carolin41965810 @sundde_ve @EneidaLayaPsuv He visto que muchisimos comercios compran dolar a la tasa BCV gracias a las cuentas custodias y aun así especulan con el paralelo, lo digo con bases..."
412,"Se están realizando varios operativos para dar con la ubicación de bandas que se dedican a la trata de personas en Carabobo y otros estados del país https://t.co/dq6tQag7uC

Por 🖊️@RCamachoVzla"
413,@usembassyve Península de Paraguana 👏👏👏
414,@BcodeVenezuela Buenas noches me meto en la página de bdvdigital optó la opción de movimientos recientes y no me salen reflejado como en días anteriores salían reflejado hasta los depósitos que me hacían le agradezco la mayor colaboración antes la situación antes mensionada
415,"Venezolanos en 7 países podrán pedir prórroga de pasaporte a domicilio⁣⁣.
⁣
""Serán beneficiados los compatriotas que vivan en los países: Colombia, Costa Rica, Honduras, Guatemala, El Salvador, Estados Unidos y Brasil""⁣⁣. Informó Gustavo Vizcaíno 
https://t.co/u4O7h0Dnvg https://t.co/SKTdn6GBan"
416,"@emramrojasm @LucyPN Claro, esa tasa del BCV favorece solo si se paga en Bs..... si se paga en divisas NO vale la pena. Mejor venda sus $$ a una mejor tasa y paga en bs"
417,"@izquierda2536 El precio del dólar no lo establece el BCV. El BCV solo publica el ponderado de la mesa de cambio de los bancos públicos y privados.
Los usuarios de la banca son quienes de acuerdo a la oferta y demanda establecen el precio que pondera la mesa de cambio."
418,"Planes de Internet de hasta 50 megabytes ganan popularidad en Táchira | @GabyMagilbray 

 https://t.co/LoFVx61iu6"
419,"@HctorCa83916465 A excepción del estado Táchira que comercia con pesos y Bolivar y Amazonas con el oro la moneda de curso legal, transaccional es ese que tanto le incomoda al régimen pero como le gusta!!"
420,"#Efemérides 📆 || El #15Oct de 1726 nace en La Victoria, estado de Aragua, el padre del Libertador Simón Bolívar, Juan Vicente Bolívar y Ponte Andrade. Fue un activo propulsor de la independencia de Venezuela desde 1782, quien defendió fervientemente los ideales de libertad. https://t.co/Lir3qe8fMN"
421,"@ErikaOSanoja @VTVcanal8 😱 la dejadez que hay ya es insólito. La autoridad del Estado tiene que hacerse sentir y sancionar a quienes realicen estas prácticas. A lo que ha llegado esto de la “dolarización informal”, todos están obligados a recibir el bolivar, es nuestra moneda de curso legal, no el dólar"
422,"Serie disponible Latino
#naguanagua #valencia #carabobo #venezuela🇻🇪 #serieslatino #hd #temporadas en Barrio Union https://t.co/fFUKwUNSXG"
423,"Maria Bernarda Amarè Itriago, estudiante de Derecho en la Universidad de Carabobo https://t.co/WQhv3piCe7"
424,"¿Cuándo van a incrementar los límites de las tarjetas de crédito?, pero en serio vale, no esa mamadera de gallo que hicieron hace unos meses."
425,((EN VIVO)) #RED12 con Héctor Sergio Barboza/Ernesto Ramírez en los Deportes⚽️/ Cynthia Viaña “La Autoridad En El Tiempo” 🌦/Centro de mensajes: 📲 878 1 22 22 22/ Escúchenos también en la 96.7 FM 🎙#PiedrasNegras https://t.co/7ouCrXFq2b
426,"Hoy caminamos junto a nuestros compañeros de la @AlianzaDemocVE y a la Gobernadora @laidygomezf las calles de San Cristobal Estado Táchira. Hemos sido coherentes y el tiempo nos ha dado la razón, el voto es un instrumento de lucha.  Juntos somos más. @ElCambioVE https://t.co/jNmjfnjJCk"
427,@jglunar Por una bombona de oxígeno en Punto Fijo cobran 100$... que abuso sabiendo como estamos por culpa de este dichoso virus... y en China no hay Covid??
428,#SUCESOS Encuentran dos cabezas humanas en una plaza del estado Bolívar https://t.co/iAI41Txo2G
429,"Pura política y propaganda por las elecciones luego se olvidan de todos y de todo.20 años diciendo mentiras y todavía hay gente ignorante creyendo todo,esa gente de jamás cambiaran su manera de actuar.  Esos son los q más roban extorsionan y dañan ."
430,"@FelicianoValen Bandidos como Feliciano, celebran que bandidos como Bolivar, hagan lo que les de la gana apoyando vándalos, y más bandidos y traquetos los miembros del Consejo de Estado. Farsante este aborigen"
431,"Familiares le solicitan a la dirección regional de Cultura del estado Falcón apoyo con algunos médicamentos. 

A pesar de la atención recibida en el centinela de Coro, durante semanas su familia y vecinos lideraron una campaña para adquirir algunas medicinas. #30Mar"
432,@drhenrygarciap @ucom_vzla Y lo que sucedió en la operación el día 27 de agosto con la paciente que falleció  también está feliz ? Con muy poca ética Usted sea responsable #JUSTICIAPARAKARLA @TarekWiliamSaab #justicia #tachira #venezuela #JUSTICIAPARAKARLA #SanCristobal
433," Felicitaciones, Porfa Chacaito y Sab, Grande necesitan un cariñito, muchos buhoneros y ensucia demasiado. POR FAVOR!!!  Gracias."
434,"#EspecialVPItv | Tramitar la cédula, una odisea que no distingue edad

En el estado Carabobo, Venezuela, las oficinas del Servicio Administrativo de Identificación, Migración y Extranjería (Saime) no se dan abasto para atender a la población.

👉 https://t.co/LRlTDTsYLd https://t.co/VrTxIQVl8w"
435,"#22Oct//@centineladelaf1// Cumpliendo Instrucciones GJ @dhernandezlarez MG @Redi_andes GD @ZODITACHIRA21, GB Cmdte @25brinfmec efectuó Reunión de Coordinación  con sus Cmdtes de Unidades y E.M. de esta U.S., con motivo de la Ejecución del Ejercicio ""Bicentenario de Carabobo 2021"" https://t.co/DstN5kDANC"
436,Entendemos! Pero no resuelven porque llevo dos dias sin poder comprar comida como se le dice a un hijo (entiendo que tengas hambre pero estoy trabajando en eso)
437,"Acaba de publicar una foto en Coro, Falcon https://t.co/r4m1E4tpRf"
438,Pendiente polichoros de la PNB jodiendo cerca del liceo Simón Bolívar. @elPULP0 @omairalabradorm @lorearraiz @williamsAmaya @Noticia_tachira @MarquesSeboruco @pizarro354 https://t.co/EMKwF1CJvJ
439,"@segurosybanca ..Por Aqui..Con la que LOGRA muchas ADQUISICIONES a precio de GALLINA flaca,aprovecha el desequilibrio del BANCO UNION y salva a SALVATIERRA de la depresión y se catapulta lejísimo en el sistema financiero,ya BANESCO no le sirve""POR AHORA"" mientras exista este SISTEMA en el poder"
440,"@sagaxvenezuela @lucilangelm @AsktoMandrake El día que esta chavista necesite vender unos dolaritos, quisiera verla ofreciéndolos a precios BCV 😂😂😂. Ahí va a ser la primera que diga que su vaina la vende ""a precio de página"".
A estos vagos hipócritas les fascina disponer de lo ajeno."
441,La advertencia de las autoridades a quienes vayan a playas o balnearios en Falcón https://t.co/oinOE4dVIs
442,@minaguasoficial @Hidrocentro2011 @RMarcoTorres @hidrocaribe @VTVcanal8 @EvelynBVasquez @delcyrodriguezv @Jenireezerpa @Mippcivzla #agua #SinAgua #rafaellacava #hidrocentro #tranca #Vecinos #mundo #VALENCIA #Carabobo #Venezuela #autopista #regional #centro #Gobernacion #alcaldia #Noticias #urgente #COVID #VacunaCOVID19 #Salud #higiene #enfermedades #Derecho 🤬🤬🤬🤬🤬🤬🤬🤬🤬 https://t.co/uLUSPDeJUj
443,#INTERNACIONALES Descubren una nueva cepa de coronavirus en Túnez https://t.co/5407WP2eVb
444,BCV suspende proceso de tramitación y otorgamiento de autorizaciones para operar como Proveedor no Bancario de Servicios de Pago https://t.co/YN64nirj4L\'
445,"🌪️😱#Viral #PorSiNoLoViste #Hidalgo Un “tornado” sorprendió ayer a los pobladores de #Apan, Hidalgo. Según Protección Civil de Hidalgo, los hechos se registraron en la colonia Lomas de Pedregal, dejando como saldo, daños en árboles, bardas y techos de lámina de viviendas. https://t.co/VoqBSH6z6z"
446,Arreglen la mrdt plataforma y regresen el dinero que me robaron de mi cuenta....
447,Yo tengo débitos en mi cuenta que no corresponden ya que no los realice y con montos exactos a otros realizados antes del desastre. A quién le reclamó si hasta me dejaron la cuenta con saldo negativo?
448,"Tren de Aragua
Denuncia ciudadana 🚨🚦🚥
San Félix, estado Bolívar: este par se sujetos con pinta de policías detuvieron el pasado 16 de octubre a un ciudadano que se dirigía de San Félix al Callao y llevaba 30 litros de gasolina de su propiedad para el viaje. Como se observa el https://t.co/9rdp84Emrm"
449,"#ENTÉRATE📣| El #28Oct inicia el XV Festival Mundial de Poesía de Venezuela 🇻🇪 que reunirá a los 5 continentes en el grito libertario de #Carabobo a 199 años del poema: Mi Delirio Sobre el Chimborazo, del Libertador Simón Bolívar 

#VacunarseEsVida https://t.co/5MNk7FxTO7"
450,"@ClasMeri Base Cooler para Mini Laptop de Aluminio con 2 Fan con Cable USB M/M para la conexión, 6$. Hacemos envíos nacionales #Cooler #Laptop #USB #Vende #TecnoAccesorio #Carabobo #Valencia #SanDiego #mercadolibre https://t.co/0yV832TgIE https://t.co/NqdNlIoM1j"
451,"#27Ago #RegionesEnLaMira | Dirigentes sindicales del estado Táchira, protestaron por movilidad de nóminas al sistema Patria. @LuzfrandyC amplía la noticia 
https://t.co/XjHl8z7yW9"
452,Tarjeta de debito para barinas estado barinas
453,"Hola dr,  Dios los bendiga linda familiares, y bello pueblo Peribeca de nuestro Edo Táchira, con ese calor humano de sus habitantes sencillos. https://t.co/dSXQC25jPU"
454,"@1ra_cia_dcr53_1 CON MÁXIMO COMPROMISO PATRIO! 👊🇻🇪
#17Oct El MG Juvenal Fernández López @GNBCmdtGral, realizó visita en el Comando de Zona @GNB41_CARABOBO acompañado del Cmdte de Zona GB @Rivera_bastardo

#LaVerdadSiempreTriunfa
#PuebloYCEOFANBVenceremos https://t.co/jUUcJpybhF"
455,me desperté y me puse a escuchar a taylor mirando un punto fijo si esto no es terapia no sé que es
456,Cicpc detuvo a un hombre en Carabobo por asesinar a su madre y lesionar a una bebé https://t.co/KokiudY7pT
457,#Exclusivo | Bancos venderán los US$50 millones que inyectará el BCV al mismo precio del #29Sep https://t.co/zkMAtdCfSs\'
458,"via VENVARIEDADES: Buenos días, ¡Feliz Sábado!
Pronostico del clima para #SanDiego el Sábado 2/10/2021 #Carabobo #VenVariedades #Clima #2Oct   #BuenosDias #FelizDia #FelizSabado     
@sandiegovial
@SanDiegoVe https://t.co/wm88Y5JfNe #QuedateEnCasa"
459,"Cuando un comercio cumple las normas hay que reconocerlo y aplaudirlo, la cadena de automercados LIDER en la isla de ARAGUA se guía por la tasa oficial del BCV y no por la locura CRIMINAL."
460,Mi solidaridad infinita con @churuguara. Una colega bien plantada. https://t.co/OkULfY5TVp
461,"@ParqueAviadores Kit Nintendo Dsi por 2$, incluye: 01 Lector de Tarjeta MicroSD, 03 Protector de Pantalla y 03 Lápices punta de goma. #Nintendo #DSI #Game #Vende #VenVariedades #Carabobo #Valencia #SanDiego #mercadolibre https://t.co/HtqYnDG67t https://t.co/ij9bBtxylc"
462,@RedRadioVe @BCV_ORG_VE Cada quien cobra el dólar a presió que Leda la gana
463,"@BCV_ORG_VE Lo único que puede frenar al dólar criminal es la indexacion de la economía con el petro y el bolivar digital, al indexae sueldos,salarios impuestos y pensiones se le da un jaque mate al dolar"
464,"@eekhout_blanca Que Tal Camarada.? Tengo un proyecto de una UPF, para Harina de Maiz Precocida. Necesito me ayuden a concretarlo. Coro-Falcon. 04261010213 https://t.co/SwwryWkKTK"
465,"Los días viernes en tachira yo escucho
#ReporteBernal 
@FreddyBernal 
@jefri_arguello 
@ClapmpioBolivar 
#SoyComunicadorClap https://t.co/zqUUynZxPV"
466,"⚠️☑☑☑ #InformacionVial (06/10) #Carabobo Tránsito fluido en ambos sentidos en la Autopista Regional del Centro, tramo #Carabobo, a la altura del kilómetro 122 (Viaducto La Cabrera). Info: @GNBunidad_vial #ARC #6Oct https://t.co/a1bubcCBRm"
467,@FreddyBernal  candidato  a la Gobernación  dl Táchira  desarrolló encuentro cn las autoridades dl norte d Santandr para pedir el flujo ordenado y bioseguridad  en la #Frontera  Colombo venezolana @dcabellor  @Juntosxtachira1  @arguelloyepfri @Juntosxtachira1 #soycomunicadorclap https://t.co/6eSnkJzrQg
468,"@ReporteYa @churuguara Y al Coqui? Le préstamos el club para que disfrute, con sus panas.

Qué deseccion de país.  

LIBERTAD PARA ESOS JÓVENES YA! https://t.co/jPYQOsmd1O"
